signal,samplerate,winlen,winstep,numcep,nflit,nfft,lowfreq,highfreq,preemph,ceplifter,appendEnergy,winframe,label
6.1968579694033235,-10.314183675809147,-0.703033217262338,-8.156404226283748,-9.267797263547875,-19.04807596712975,-8.681341864432527,-7.850764086066447,-14.57626681445108,-4.781271658641445,0.7770578986868386,0.048512245903864146,1.9842587492257193,testRohit
7.372141829172159,-9.42280611537431,-1.1304378311860663,-6.841085108334743,-14.81944974806339,-12.9718883878019,-17.691130460466336,-10.5574722352915,-5.8856978931565775,-11.052758688371899,-9.742457649289573,4.987635795211393,-0.7976060590626018,testRohit
8.261892066273761,-11.494001585111297,-4.177115849560244,-10.116743643656958,-19.63538075199196,-15.291446476565378,-18.117521569314572,-13.136336663715216,-11.38092028639828,-18.00457089425981,-14.098045798934951,-2.2240853652638615,-8.642672203646166,testRohit
9.06047997152551,-6.927184946483313,-2.0066616233897174,-7.073835044094015,-13.13352030778871,-13.03604789726341,-12.379616243026554,-1.159666958020818,-5.50460681844834,-24.101090329759685,-27.383607180687108,-8.635767540207304,-0.23006456501235406,testRohit
9.635527942428228,-7.589848857442862,-3.5010667780482665,-11.8286475623324,-13.908213919293345,-7.790088956986251,-4.23871313839791,3.4159848928870282,-5.4419215859093875,-28.51470856046978,-19.074494076879283,-2.061290743494002,0.7082521995633975,testRohit
10.084554666742365,-6.892222861088081,-5.334591157868451,-10.144774724322323,-5.8168458751253045,-5.390096929191114,0.29193742128682953,1.32778277816889,-5.8412213495955045,-17.122745785310475,-1.1448095758238666,6.528358554824742,4.6288264300258035,testRohit
10.395786182698663,-7.954660185165088,-7.822541253530482,-17.04336696853442,-10.496178308390592,-11.188778404963092,-9.540794977271267,-2.030166017666501,-11.975203938801492,-17.473871349530498,-8.177942126264247,-1.1805912804493017,-6.6677981256960726,testRohit
10.535490191928686,-7.798012999552064,-6.790780118632278,-16.64422396202963,-10.863131837922838,-13.189412664381413,-10.317712631820472,-6.2959662200532325,-14.361580308355054,-14.80668085290797,-13.153788752269442,-5.292655927326718,-11.551060313434691,testRohit
10.55816379423085,-8.103072766810204,-2.7877419938635897,-10.634447711330907,-13.565694425445187,-10.240348104223731,-8.5815022776505,-11.4603293196008,-18.494604766049317,-17.469303542560265,-10.891600869822888,-8.565755705357262,-9.086605139978518,testRohit
10.752557645249428,-7.984715048104572,-2.8534503844807286,-7.583703675920706,-10.308056478424993,-5.584179783196272,-7.515869697727829,-7.893599085414213,-17.27957769058161,-18.40066403822908,-17.87893638411705,-1.553854099944009,-1.0568221055656102,testRohit
10.913077361669341,-5.607623706635942,0.6571892200682289,-8.97444484008745,-10.71139114144538,-8.852255850549478,-3.62949560422245,-8.838636649997202,-16.45353082796526,-12.000447363910267,-7.69279378209583,-1.2944903673896957,1.0192722547231248,testRohit
11.152970246286447,-5.792157770909981,0.32597858232289084,-10.728683408485209,-11.46037762302132,-14.393232007695781,-6.1861168572605445,-6.3054717927664585,-17.989381808573338,-20.3217927049438,-17.29982813954892,-0.2753509196121398,-4.927630376849998,testRohit
11.300358062509499,-6.076513564454966,-1.5592424918567964,-13.848096310057556,-10.8430923754731,-13.784798739016091,-12.440997267894053,-8.191519803258974,-17.048004703337195,-17.55551898545471,-13.194096329511424,-1.9500877521290874,-0.9586514197429592,testRohit
13.235531207711873,-13.629369206791202,-6.817040118778223,-3.356146412911578,-4.047600611596898,-21.56383674607628,4.554117269141515,-3.771712015477566,-7.871615255573899,2.141277707075041,-8.389920757288374,9.532190947659085,-12.896017909623481,testRohit
13.312515951756232,-14.820581169486516,-9.172823910955021,-8.835862235889353,-12.880113597392697,-28.68330066093419,-3.3667100712376326,-11.841854825899624,-14.61407123511771,-7.023686317950679,-11.793479336240589,5.7790048325223164,-16.460238879078076,testRohit
13.627042195924268,-11.982631242404857,-13.75100947108076,-13.542690499377105,-6.614013039575916,-19.630688968922847,-4.559668789418036,-18.743916435257557,-14.327777119259478,3.8512719951606202,-2.5628305660205326,5.65453680756685,-24.15702246352533,testRohit
12.88147268368716,-6.715527961642445,-10.765452242789232,-19.439030206600783,-2.9480579930747917,-10.555516574960027,-13.636062729486145,-20.937779767267134,-14.062403752167691,0.29348288101784104,1.1033334267537054,0.11914522886054238,-20.71608011509346,testRohit
13.100243195972167,-9.05192968049466,-10.751782676916704,-22.325539445508934,-4.128274324458337,-12.717630670776462,-15.315638780222503,-21.72494745917485,-17.549255107391705,3.6157536434176154,-2.7990461229459216,1.6170004588948699,-16.07869691538628,testRohit
12.90233125920097,-13.374993121308957,0.1862299205738733,-12.402600176210743,-2.8496712655039467,-11.833238723396848,-9.04961657219923,-15.591995854559757,-12.944545912354368,-11.189417573947292,-17.064108864674054,0.35110789630676487,-5.854709211819268,testRohit
13.12539162027205,-16.5112203997957,-1.283914235418908,-13.150017970490369,-3.0648853903461837,-12.777889658898701,-6.950342813017445,-9.421829227341027,-14.947271307422117,-7.14488949739777,-20.73129594053285,-5.442113955421611,-10.101043693478628,testRohit
12.99956403018293,-16.347845156819023,-2.39077263704457,-13.029869993688155,-5.839379256852482,-15.203543734453717,-10.743212852659003,-13.020351199223901,-6.840086592496526,2.019688080567591,-9.71617586108209,3.119773543701304,-3.1666240910702474,testRohit
12.736133275848431,-14.828431567965781,-4.713417933250714,-16.614580112773577,-7.109049966028665,-14.180252171796218,-14.765401362431406,-19.57611167903741,-14.626765121554946,-1.1935108164213082,-10.480906129917873,0.35929160589528897,-5.411503262347415,testRohit
